timestamp,value
1780032136,0.03675427750604665
1780032141,0.03672018473734795
1780032146,0.03627697874429592
1780032151,0.03537920250195492
1780032156,0.0363802069128526
1780032161,0.03644223426306359
1780032166,0.03693610560575944
1780032171,0.037027945962653686
1780032176,0.03790819666169609
1780032181,0.03809002145532392
1780032186,0.03805069183076104
1780032191,0.03803320120731679
1780032196,0.03870368013382486
1780032201,0.03876050038183099
1780032206,0.0390218735226735
1780032211,0.037970252922887804
1780032216,0.038550700921835435
1780032221,0.03778319211607717
1780032226,0.03854982999072709
1780032231,0.038532347807112566
1780032236,0.03866958798501752
1780032241,0.03869756532174473
1780032246,0.03884616083928816
1780032251,0.0385725585031913
1780032256,0.039288506645816956
1780032261,0.039152135571031144
1780032266,0.039471172203130345
1780032271,0.039197592595959785
1780032276,0.0399650896396232
1780032281,0.03942487772060266
1780032286,0.039606705820318555
1780032291,0.03998172627598029
1780032296,0.04007791475743683
1780032301,0.03972561640846606
1780032306,0.040630284186985666
1780032311,0.03990217648235439
1780032316,0.04036811098787274
1780032321,0.04007791475743583
1780032326,0.04039083950033706
1780032331,0.039663527101479024
1780032336,0.0402150987308626
1780032341,0.03935143096112559
1780032346,0.03909531428986912
1780032351,0.03943097930833894
1780032356,0.039419615258736385
1780032361,0.037702742017600044
1780032366,0.03813547765373193
1780032371,0.03761796097968939
1780032376,0.03817480953506647
1780032381,0.03861801552811939
1780032386,0.038436187428405044
1780032391,0.038106623997672506
1780032396,0.03831730244736187
1780032401,0.037930031275002385
1780032406,0.037623190777510196
1780032411,0.03811186268092326
1780032416,0.0414363510736957
1780032421,0.04333418186446614
1780032426,0.043056111131315467
1780032431,0.042897014436888314
1780032436,0.042953834684896997
1780032441,0.04330612022255231
1780032446,0.043147023528128825
1780032451,0.0433228176082332
1780032456,0.043136363636364194
1780032461,0.04312429542892515
1780032466,0.04274928179206372
1780032471,0.04034010327648241
1780032476,0.038146841703335044
1780032481,0.03819753804752757
1780032486,0.03885141277864568
1780032491,0.03805504036657181
1780032496,0.038691450287293816
1780032501,0.03860053458433421
1780032506,0.03851573722203039
1780032511,0.03886191723034327
1780032516,0.0388627768282479
1780032521,0.03890212193392384
1780032526,0.03862937978435077
1780032531,0.038567311538600824
1780032536,0.03913551401869231
1780032541,0.03858392275942535
1780032546,0.038721158566519476
1780032551,0.03848776319138991
1780032556,0.03949916360594874
1780032561,0.0392885066458174
1780032566,0.03965826030037434
1780032571,0.03975444115133575
1780032576,0.03981208749249998
1780032581,0.039396887159534044
1780032586,0.04009536883829967
1780032591,0.040271918978871835
1780032596,0.040527210575120765
1780032601,0.04065829666533438
1780032606,0.040391643484426365
1780032611,0.039561248795387916
1780032616,0.040572667600050405
1780032621,0.04027719693801457
1780032626,0.04020373468126193
1780032631,0.03989081222612145
1780032636,0.040453743772499884
1780032641,0.03986808371365924
1780032646,0.03923694450505444
1780032651,0.039055965671480286
1780032656,0.03914602880209428
1780032661,0.03874827260164293
1780032666,0.03906732972108107
1780032671,0.03894232517546059
1780032676,0.03853846573449571
1780032681,0.038799843627834285
1780032686,0.03903849300870965
1780032691,0.038208902303761505
1780032696,0.03821502600094373
1780032701,0.03848776319138958
1780032706,0.03832778747545207
1780032711,0.03849300870956496
1780032716,0.03891959707625825
1780032721,0.03876575085913814
1780032726,0.03866433935162439
1780032731,0.03842482317217155
1780032736,0.03881120788406622
1780032741,0.038981671727548184
1780032746,0.03905596567147951
1780032751,0.039669624349975896
1780032756,0.03927798687248785
1780032761,0.03929461071311657
1780032766,0.03953325575475608
1780032771,0.03911804280233444
1780032776,0.03919233426670177
1780032781,0.03935669218320925
1780032786,0.03965299369079622
1780032791,0.03932259941451366
1780032796,0.03890823302665547
1780032801,0.03954988453915709
1780032806,0.038827823841734
1780032811,0.039248308967925416
1780032816,0.03939688715953382
1780032821,0.03911278591948719
1780032826,0.038896868977053356
1780032831,0.0388855049274508
1780032836,0.038402094659709896
1780032841,0.03850437296579845
1780032846,0.037977272727272804
1780032851,0.038765750859139136
1780032856,0.03836800189101319
1780032861,0.03866958798501752
1780032866,0.03832254486608455
1780032871,0.03868620106551235
1780032876,0.03838548674497344
1780032881,0.03925967343079506
1780032886,0.03965742963124541
1780032891,0.04011282228444557
1780032896,0.0400044547884425
1780032901,0.040277196938014015
1780032906,0.0398855412924104
