params_id,dataset,algorithm,f1,precision,recall,support,predicted,files,estimator,smoothing,period,s_w,p_w,half_d_w,q,delay,errors
S2P60_SW4_Q0.005,Prometheus 27 指标,FluxEV,0.444238377843719,0.6161893328760075,0.3473175447075882,10345,5831,27,MOM,2,60,4,5,2,0.005,7,0
S2P60_SW5_Q0.002,JMeter,FluxEV,0.1761122593277494,0.9859926918392204,0.09669135212613474,16744,1642,7,MOM,2,60,5,5,2,0.002,7,0
S2P60_SW5_Q0.002,Prometheus 27 指标,FluxEV,0.4836478893531192,0.9491094147582697,0.32450459159014017,10345,3537,27,MOM,2,60,5,5,2,0.002,7,0
S2P60_SW5_Q0.0025,JMeter,FluxEV,0.19955987332939723,0.9851616322204557,0.1110248447204969,16744,1887,7,MOM,2,60,5,5,2,0.0025,7,0
S2P60_SW5_Q0.0025,Prometheus 27 指标,FluxEV,0.4823275862068966,0.939020979020979,0.32450459159014017,10345,3575,27,MOM,2,60,5,5,2,0.0025,7,0
S2P60_SW5_Q0.003,JMeter,FluxEV,0.20336260441207965,0.9829192546583851,0.11341376015289059,16744,1932,7,MOM,2,60,5,5,2,0.003,7,0
S2P60_SW5_Q0.003,Prometheus 27 指标,FluxEV,0.48156648974322197,0.9332777314428691,0.32450459159014017,10345,3597,27,MOM,2,60,5,5,2,0.003,7,0
S2P60_SW5_Q0.0035,JMeter,FluxEV,0.20714705411035736,0.9807789580171977,0.11580267558528429,16744,1977,7,MOM,2,60,5,5,2,0.0035,7,0
S2P60_SW5_Q0.0035,Prometheus 27 指标,FluxEV,0.4576687116564417,0.7761849710982659,0.32450459159014017,10345,4325,27,MOM,2,60,5,5,2,0.0035,7,0
S2P60_SW5_Q0.004,JMeter,FluxEV,0.2735315296780167,0.985544848035582,0.15880315336837075,16744,2698,7,MOM,2,60,5,5,2,0.004,7,0
S2P60_SW5_Q0.004,Prometheus 27 指标,FluxEV,0.4460029791459782,0.6230275706606555,0.3473175447075882,10345,5767,27,MOM,2,60,5,5,2,0.004,7,0
S2P60_SW5_Q0.0045,JMeter,FluxEV,0.31445783132530125,0.9861460957178841,0.18705207835642618,16744,3176,7,MOM,2,60,5,5,2,0.0045,7,0
S2P60_SW5_Q0.0045,Prometheus 27 指标,FluxEV,0.468475073313783,0.6365598538934086,0.37061382310294827,10345,6023,27,MOM,2,60,5,5,2,0.0045,7,0
S2P60_SW5_Q0.005,JMeter,FluxEV,0.33450721690392343,0.9868305531167691,0.20138557095078835,16744,3417,7,MOM,2,60,5,5,2,0.005,7,0
S2P60_SW5_Q0.005,Prometheus 27 指标,FluxEV,0.41599305593229535,0.47403560830860536,0.37061382310294827,10345,8088,27,MOM,2,60,5,5,2,0.005,7,0
S2P60_SW6_Q0.002,JMeter,FluxEV,0.13775481864133757,0.9849086576648134,0.0740563784042045,16744,1259,7,MOM,2,60,6,5,2,0.002,7,0
S2P60_SW6_Q0.002,Prometheus 27 指标,FluxEV,0.5092841956059532,0.9543160690571049,0.3473175447075882,10345,3765,27,MOM,2,60,6,5,2,0.002,7,0
S2P60_SW6_Q0.0025,JMeter,FluxEV,0.16151315789473683,0.9846256684491979,0.08797181079789776,16744,1496,7,MOM,2,60,6,5,2,0.0025,7,0
S2P60_SW6_Q0.0025,Prometheus 27 指标,FluxEV,0.5080958778194159,0.9460242232754081,0.3473175447075882,10345,3798,27,MOM,2,60,6,5,2,0.0025,7,0
S2P60_SW6_Q0.003,JMeter,FluxEV,0.18468200270635998,0.9855574812247256,0.10188724319159102,16744,1731,7,MOM,2,60,6,5,2,0.003,7,0
S2P60_SW6_Q0.003,Prometheus 27 指标,FluxEV,0.5068773365310009,0.9376304801670147,0.3473175447075882,10345,3832,27,MOM,2,60,6,5,2,0.003,7,0
S2P60_SW6_Q0.0035,JMeter,FluxEV,0.2305785559833342,0.9860171402796571,0.13055422838031533,16744,2217,7,MOM,2,60,6,5,2,0.0035,7,0
S2P60_SW6_Q0.0035,Prometheus 27 指标,FluxEV,0.5063408190224572,0.7993743482794577,0.3705171580473659,10345,4795,27,MOM,2,60,6,5,2,0.0035,7,0
S2P60_SW6_Q0.004,JMeter,FluxEV,0.2735737435053244,0.9866419294990724,0.15880315336837075,16744,2695,7,MOM,2,60,6,5,2,0.004,7,0
S2P60_SW6_Q0.004,Prometheus 27 指标,FluxEV,0.417447179263777,0.4779897742860706,0.3705171580473659,10345,8019,27,MOM,2,60,6,5,2,0.004,7,0
S2P60_SW6_Q0.0045,JMeter,FluxEV,0.273461202241991,0.9837217906030337,0.15880315336837075,16744,2703,7,MOM,2,60,6,5,2,0.0045,7,0
S2P60_SW6_Q0.0045,Prometheus 27 指标,FluxEV,0.43692340699420723,0.49078202193035303,0.39371677138714356,10345,8299,27,MOM,2,60,6,5,2,0.0045,7,0
S2P60_SW6_Q0.005,JMeter,FluxEV,0.27340496632563877,0.9822681935722202,0.15880315336837075,16744,2707,7,MOM,2,60,6,5,2,0.005,7,0
S2P60_SW6_Q0.005,Prometheus 27 指标,FluxEV,0.4085255767301906,0.4244919228764982,0.39371677138714356,10345,9595,27,MOM,2,60,6,5,2,0.005,7,0
S2P60_SW8_Q0.002,JMeter,FluxEV,0.19964559952746602,0.9893560404470463,0.1110248447204969,16744,1879,7,MOM,2,60,8,5,2,0.002,7,0
S2P60_SW8_Q0.002,Prometheus 27 指标,FluxEV,0.5091759370792885,0.953556263269639,0.3473175447075882,10345,3768,27,MOM,2,60,8,5,2,0.002,7,0
S2P60_SW8_Q0.0025,JMeter,FluxEV,0.19959201202490875,0.9867303609341825,0.1110248447204969,16744,1884,7,MOM,2,60,8,5,2,0.0025,7,0
S2P60_SW8_Q0.0025,Prometheus 27 指标,FluxEV,0.4835800807537012,0.7957918050941307,0.3473175447075882,10345,4515,27,MOM,2,60,8,5,2,0.0025,7,0
S2P60_SW8_Q0.003,JMeter,FluxEV,0.19954916273078574,0.9846398305084746,0.1110248447204969,16744,1888,7,MOM,2,60,8,5,2,0.003,7,0
S2P60_SW8_Q0.003,Prometheus 27 指标,FluxEV,0.5065080938222664,0.8002087682672234,0.3705171580473659,10345,4790,27,MOM,2,60,8,5,2,0.003,7,0
S2P60_SW8_Q0.0035,JMeter,FluxEV,0.19947422071999574,0.9810026385224274,0.1110248447204969,16744,1895,7,MOM,2,60,8,5,2,0.0035,7,0
S2P60_SW8_Q0.0035,Prometheus 27 指标,FluxEV,0.5291596311209248,0.8062537106669305,0.39381343644272593,10345,5053,27,MOM,2,60,8,5,2,0.0035,7,0
S2P60_SW8_Q0.004,JMeter,FluxEV,0.19941002949852504,0.9779063650710152,0.1110248447204969,16744,1901,7,MOM,2,60,8,5,2,0.004,7,0
S2P60_SW8_Q0.004,Prometheus 27 指标,FluxEV,0.4369135074266717,0.49060693641618497,0.39381343644272593,10345,8304,27,MOM,2,60,8,5,2,0.004,7,0
S2P60_SW8_Q0.0045,JMeter,FluxEV,0.22156322812963355,0.9775700934579439,0.12494027711419016,16744,2140,7,MOM,2,60,8,5,2,0.0045,7,0
S2P60_SW8_Q0.0045,Prometheus 27 指标,FluxEV,0.40197494061204525,0.38790003595828837,0.417109714838086,10345,11124,27,MOM,2,60,8,5,2,0.0045,7,0
S2P60_SW8_Q0.005,JMeter,FluxEV,0.22156322812963355,0.9775700934579439,0.12494027711419016,16744,2140,7,MOM,2,60,8,5,2,0.005,7,0
S2P60_SW8_Q0.005,Prometheus 27 指标,FluxEV,0.37964103466478966,0.3483490756438201,0.417109714838086,10345,12387,27,MOM,2,60,8,5,2,0.005,7,0
S2P60_SW10_Q0.002,JMeter,FluxEV,0.12944983818770228,0.9847198641765704,0.0692785475394171,16744,1178,7,MOM,2,60,10,5,2,0.002,7,0
S2P60_SW10_Q0.002,Prometheus 27 指标,FluxEV,0.5095008508224617,0.9558393189678106,0.3473175447075882,10345,3759,27,MOM,2,60,10,5,2,0.002,7,0
S2P60_SW10_Q0.0025,JMeter,FluxEV,0.12937043439469137,0.975609756097561,0.0692785475394171,16744,1189,7,MOM,2,60,10,5,2,0.0025,7,0
S2P60_SW10_Q0.0025,Prometheus 27 指标,FluxEV,0.5331015299026425,0.9499380421313507,0.3705171580473659,10345,4035,27,MOM,2,60,10,5,2,0.0025,7,0
S2P60_SW10_Q0.003,JMeter,FluxEV,0.15335498431221448,0.9789177793394237,0.08319397993311037,16744,1423,7,MOM,2,60,10,5,2,0.003,7,0
S2P60_SW10_Q0.003,Prometheus 27 指标,FluxEV,0.5309526912550501,0.8146370725854829,0.39381343644272593,10345,5001,27,MOM,2,60,10,5,2,0.003,7,0
S2P60_SW10_Q0.0035,JMeter,FluxEV,0.1767007172353836,0.9795180722891567,0.09710941232680363,16744,1660,7,MOM,2,60,10,5,2,0.0035,7,0
S2P60_SW10_Q0.0035,Prometheus 27 指标,FluxEV,0.49199927540607447,0.6554054054054054,0.39381343644272593,10345,6216,27,MOM,2,60,10,5,2,0.0035,7,0
S2P60_SW10_Q0.004,JMeter,FluxEV,0.17662394090810343,0.9748201438848921,0.09710941232680363,16744,1668,7,MOM,2,60,10,5,2,0.004,7,0
S2P60_SW10_Q0.004,Prometheus 27 指标,FluxEV,0.4909616775126536,0.6517357222844344,0.39381343644272593,10345,6251,27,MOM,2,60,10,5,2,0.004,7,0
S2P60_SW10_Q0.0045,JMeter,FluxEV,0.19939933497801138,0.9773922187171399,0.1110248447204969,16744,1902,7,MOM,2,60,10,5,2,0.0045,7,0
S2P60_SW10_Q0.0045,Prometheus 27 指标,FluxEV,0.48986953646365666,0.6479007633587787,0.39381343644272593,10345,6288,27,MOM,2,60,10,5,2,0.0045,7,0
S2P60_SW10_Q0.005,JMeter,FluxEV,0.19930313588850174,0.9727891156462585,0.1110248447204969,16744,1911,7,MOM,2,60,10,5,2,0.005,7,0
S2P60_SW10_Q0.005,Prometheus 27 指标,FluxEV,0.40070576217671916,0.3855432451751251,0.417109714838086,10345,11192,27,MOM,2,60,10,5,2,0.005,7,0
S2P60_SW12_Q0.002,JMeter,FluxEV,0.1293776488958287,0.9764309764309764,0.0692785475394171,16744,1188,7,MOM,2,60,12,5,2,0.002,7,0
S2P60_SW12_Q0.002,Prometheus 27 指标,FluxEV,0.4855405405405406,0.8065095398428732,0.3473175447075882,10345,4455,27,MOM,2,60,12,5,2,0.002,7,0
S2P60_SW12_Q0.0025,JMeter,FluxEV,0.12937043439469137,0.975609756097561,0.0692785475394171,16744,1189,7,MOM,2,60,12,5,2,0.0025,7,0
S2P60_SW12_Q0.0025,Prometheus 27 指标,FluxEV,0.5323750408363279,0.8213709677419355,0.39381343644272593,10345,4960,27,MOM,2,60,12,5,2,0.0025,7,0
S2P60_SW12_Q0.003,JMeter,FluxEV,0.15333810336287082,0.9775438596491228,0.08319397993311037,16744,1425,7,MOM,2,60,12,5,2,0.003,7,0
S2P60_SW12_Q0.003,Prometheus 27 指标,FluxEV,0.5308835027365129,0.8143114131521088,0.39381343644272593,10345,5003,27,MOM,2,60,12,5,2,0.003,7,0
S2P60_SW12_Q0.0035,JMeter,FluxEV,0.17668151689666414,0.9783393501805054,0.09710941232680363,16744,1662,7,MOM,2,60,12,5,2,0.0035,7,0
S2P60_SW12_Q0.0035,Prometheus 27 指标,FluxEV,0.4647959183673469,0.4921663965424095,0.4403093281778637,10345,9255,27,MOM,2,60,12,5,2,0.0035,7,0
S2P60_SW12_Q0.004,JMeter,FluxEV,0.17663353430014667,0.9754049190161967,0.09710941232680363,16744,1667,7,MOM,2,60,12,5,2,0.004,7,0
S2P60_SW12_Q0.004,Prometheus 27 指标,FluxEV,0.4638965271412568,0.49015387926396214,0.4403093281778637,10345,9293,27,MOM,2,60,12,5,2,0.004,7,0
S2P60_SW12_Q0.0045,JMeter,FluxEV,0.19937794937794937,0.9763655462184874,0.1110248447204969,16744,1904,7,MOM,2,60,12,5,2,0.0045,7,0
S2P60_SW12_Q0.0045,Prometheus 27 指标,FluxEV,0.4190239639391012,0.3997016497016497,0.4403093281778637,10345,11396,27,MOM,2,60,12,5,2,0.0045,7,0
S2P60_SW12_Q0.005,JMeter,FluxEV,0.19931382009220544,0.9732984293193717,0.1110248447204969,16744,1910,7,MOM,2,60,12,5,2,0.005,7,0
S2P60_SW12_Q0.005,Prometheus 27 指标,FluxEV,0.39804092474992736,0.34877800407331977,0.4635089415176414,10345,13748,27,MOM,2,60,12,5,2,0.005,7,0
S2P60_SW5_Q0.006,JMeter,FluxEV,0.4770073286623177,0.7321384425216316,0.35373865265169613,16744,8090,7,MOM,2,60,5,5,2,0.006,7,0
S2P60_SW5_Q0.006,Prometheus 27 指标,FluxEV,0.38102806474549333,0.33581539368917723,0.4403093281778637,10345,13564,27,MOM,2,60,5,5,2,0.006,7,0
S2P60_SW5_Q0.008,JMeter,FluxEV,0.5123757769754718,0.6799367776350884,0.41107262302914477,16744,10123,7,MOM,2,60,5,5,2,0.008,7,0
S2P60_SW5_Q0.008,Prometheus 27 指标,FluxEV,0.38937779836343983,0.3241020368823492,0.4875785403576607,10345,15563,27,MOM,2,60,5,5,2,0.008,7,0
S2P60_SW5_Q0.01,JMeter,FluxEV,0.5119756024992561,0.6785291798107256,0.41107262302914477,16744,10144,7,MOM,2,60,5,5,2,0.01,7,0
S2P60_SW5_Q0.01,Prometheus 27 指标,FluxEV,0.4145124376242824,0.33872945793475595,0.533977767037216,10345,16308,27,MOM,2,60,5,5,2,0.01,7,0
S2P60_SW5_Q0.015,JMeter,FluxEV,0.5211850441278794,0.6736722522010793,0.424988055422838,16744,10563,7,MOM,2,60,5,5,2,0.015,7,0
S2P60_SW5_Q0.015,Prometheus 27 指标,FluxEV,0.4269511111111111,0.3376827896512936,0.5803769937167714,10345,17780,27,MOM,2,60,5,5,2,0.015,7,0
S2P60_SW10_Q0.006,JMeter,FluxEV,0.27771468075650585,0.8018249215854006,0.16794075489727664,16744,3507,7,MOM,2,60,10,5,2,0.006,7,0
S2P60_SW10_Q0.006,Prometheus 27 指标,FluxEV,0.37727684015893614,0.31809738622794215,0.4635089415176414,10345,15074,27,MOM,2,60,10,5,2,0.006,7,0
S2P60_SW10_Q0.008,JMeter,FluxEV,0.4309323094900258,0.7152950955943475,0.30834925943621594,16744,7218,7,MOM,2,60,10,5,2,0.008,7,0
S2P60_SW10_Q0.008,Prometheus 27 指标,FluxEV,0.3748097857895353,0.3142501962836954,0.4642822619623006,10345,15284,27,MOM,2,60,10,5,2,0.008,7,0
S2P60_SW10_Q0.01,JMeter,FluxEV,0.4824840764331211,0.6606104651162791,0.38001672240802675,16744,9632,7,MOM,2,60,10,5,2,0.01,7,0
S2P60_SW10_Q0.01,Prometheus 27 指标,FluxEV,0.4014742761608025,0.3307456332561197,0.5106814886418559,10345,15973,27,MOM,2,60,10,5,2,0.01,7,0
S2P60_SW10_Q0.015,JMeter,FluxEV,0.5186568530521074,0.6703265499290109,0.4229574773053034,16744,10565,7,MOM,2,60,10,5,2,0.015,7,0
S2P60_SW10_Q0.015,Prometheus 27 指标,FluxEV,0.47055530284474617,0.36876165405286826,0.6499758337361043,10345,18234,27,MOM,2,60,10,5,2,0.015,7,0
S2P60_SW20_Q0.006,JMeter,FluxEV,0.48338207923424614,0.6639883126369612,0.38001672240802675,16744,9583,7,MOM,2,60,20,5,2,0.006,7,0
S2P60_SW20_Q0.006,Prometheus 27 指标,FluxEV,0.3933132835995782,0.3299908244855158,0.48670855485741904,10345,15258,27,MOM,2,60,20,5,2,0.006,7,0
S2P60_SW20_Q0.008,JMeter,FluxEV,0.5124711488347852,0.6802727811820518,0.41107262302914477,16744,10118,7,MOM,2,60,20,5,2,0.008,7,0
S2P60_SW20_Q0.008,Prometheus 27 指标,FluxEV,0.390279823269514,0.3257423820922559,0.48670855485741904,10345,15457,27,MOM,2,60,20,5,2,0.008,7,0
S2P60_SW20_Q0.01,JMeter,FluxEV,0.5122232558139534,0.6793998618102852,0.41107262302914477,16744,10131,7,MOM,2,60,20,5,2,0.01,7,0
S2P60_SW20_Q0.01,Prometheus 27 指标,FluxEV,0.4021801273011396,0.33199093883715075,0.5100048332527791,10345,15892,27,MOM,2,60,20,5,2,0.01,7,0
S2P60_SW20_Q0.015,JMeter,FluxEV,0.553836211539152,0.6943019173642992,0.4606426182513139,16744,11109,7,MOM,2,60,20,5,2,0.015,7,0
S2P60_SW20_Q0.015,Prometheus 27 指标,FluxEV,0.4602409638554217,0.3633006993006993,0.6277428709521508,10345,17875,27,MOM,2,60,20,5,2,0.015,7,0
S2P60_SW30_Q0.006,JMeter,FluxEV,0.4857565527443767,0.6656617111965901,0.3824056378404205,16744,9619,7,MOM,2,60,30,5,2,0.006,7,0
S2P60_SW30_Q0.006,Prometheus 27 指标,FluxEV,0.39349898421628376,0.33020785522260837,0.48680521991300146,10345,15251,27,MOM,2,60,30,5,2,0.006,7,0
S2P60_SW30_Q0.008,JMeter,FluxEV,0.4991171719448514,0.6727088607594937,0.3967391304347826,16744,9875,7,MOM,2,60,30,5,2,0.008,7,0
S2P60_SW30_Q0.008,Prometheus 27 指标,FluxEV,0.42055504727050935,0.34720211493674075,0.5332044465925568,10345,15887,27,MOM,2,60,30,5,2,0.008,7,0
S2P60_SW30_Q0.01,JMeter,FluxEV,0.5122613775908904,0.6795340112548129,0.41107262302914477,16744,10129,7,MOM,2,60,30,5,2,0.01,7,0
S2P60_SW30_Q0.01,Prometheus 27 指标,FluxEV,0.4321970265805677,0.35332392118347555,0.5564040599323344,10345,16291,27,MOM,2,60,30,5,2,0.01,7,0
S2P60_SW30_Q0.015,JMeter,FluxEV,0.566499126653121,0.7026262268989301,0.47455805064500717,16744,11309,7,MOM,2,60,30,5,2,0.015,7,0
S2P60_SW30_Q0.015,Prometheus 27 指标,FluxEV,0.4340659340659341,0.3466712858710087,0.5803769937167714,10345,17319,27,MOM,2,60,30,5,2,0.015,7,0
S2P120_SW3_Q0.002,JMeter,FluxEV,0.1761697497279652,0.9896088019559902,0.09669135212613474,16744,1636,7,MOM,2,120,3,5,2,0.002,7,0
S2P120_SW3_Q0.002,Prometheus 27 指标,FluxEV,0.4846431146359048,0.9534751773049646,0.3248912518124698,10345,3525,27,MOM,2,120,3,5,2,0.002,7,0
S2P120_SW3_Q0.0025,JMeter,FluxEV,0.18008141112618725,0.9869125520523498,0.09908026755852843,16744,1681,7,MOM,2,120,3,5,2,0.0025,7,0
S2P120_SW3_Q0.0025,Prometheus 27 指标,FluxEV,0.4833537067663767,0.9435710275126333,0.3248912518124698,10345,3562,27,MOM,2,120,3,5,2,0.0025,7,0
S2P120_SW3_Q0.003,JMeter,FluxEV,0.18396405175680797,0.9837869137232195,0.10146918299092213,16744,1727,7,MOM,2,120,3,5,2,0.003,7,0
S2P120_SW3_Q0.003,Prometheus 27 指标,FluxEV,0.48196744819674486,0.9330927262631871,0.3248912518124698,10345,3602,27,MOM,2,120,3,5,2,0.003,7,0
S2P120_SW3_Q0.0035,JMeter,FluxEV,0.20656473858654978,0.9847094801223242,0.11538461538461539,16744,1962,7,MOM,2,120,3,5,2,0.0035,7,0
S2P120_SW3_Q0.0035,Prometheus 27 指标,FluxEV,0.4802114587798257,0.9200656994251301,0.3248912518124698,10345,3653,27,MOM,2,120,3,5,2,0.0035,7,0
S2P120_SW3_Q0.004,JMeter,FluxEV,0.2630300024795437,0.7752119263373283,0.15838509316770186,16744,3421,7,MOM,2,120,3,5,2,0.004,7,0
S2P120_SW3_Q0.004,Prometheus 27 指标,FluxEV,0.5295009649848359,0.9226519337016574,0.3712904784920251,10345,4163,27,MOM,2,120,3,5,2,0.004,7,0
S2P120_SW3_Q0.0045,JMeter,FluxEV,0.4028138989554466,0.7039189390552824,0.28213091256569517,16744,6711,7,MOM,2,120,3,5,2,0.0045,7,0
S2P120_SW3_Q0.0045,Prometheus 27 指标,FluxEV,0.5276461295418641,0.9114855244423351,0.3712904784920251,10345,4214,27,MOM,2,120,3,5,2,0.0045,7,0
S2P120_SW3_Q0.005,JMeter,FluxEV,0.44794602103591985,0.6677316293929713,0.3370162446249403,16744,8451,7,MOM,2,120,3,5,2,0.005,7,0
S2P120_SW3_Q0.005,Prometheus 27 指标,FluxEV,0.46279896379299956,0.6141669331627758,0.3712904784920251,10345,6254,27,MOM,2,120,3,5,2,0.005,7,0
S2P120_SW4_Q0.002,JMeter,FluxEV,0.16018005160015372,0.9904955872369314,0.08713569039655997,16744,1473,7,MOM,2,120,4,5,2,0.002,7,0
S2P120_SW4_Q0.002,Prometheus 27 指标,FluxEV,0.4844684684684684,0.9521246458923512,0.3248912518124698,10345,3530,27,MOM,2,120,4,5,2,0.002,7,0
S2P120_SW4_Q0.0025,JMeter,FluxEV,0.16005704569140478,0.9811701412239409,0.08713569039655997,16744,1487,7,MOM,2,120,4,5,2,0.0025,7,0
S2P120_SW4_Q0.0025,Prometheus 27 指标,FluxEV,0.5087954786294596,0.9451443569553806,0.34809086515224746,10345,3810,27,MOM,2,120,4,5,2,0.0025,7,0
S2P120_SW4_Q0.003,JMeter,FluxEV,0.20720239367386192,0.9832657200811359,0.11580267558528429,16744,1972,7,MOM,2,120,4,5,2,0.003,7,0
S2P120_SW4_Q0.003,Prometheus 27 指标,FluxEV,0.5075762914934103,0.9367845993756504,0.34809086515224746,10345,3844,27,MOM,2,120,4,5,2,0.003,7,0
S2P120_SW4_Q0.0035,JMeter,FluxEV,0.22922273230964066,0.9841413683733575,0.12971810797897754,16744,2207,7,MOM,2,120,4,5,2,0.0035,7,0
S2P120_SW4_Q0.0035,Prometheus 27 指标,FluxEV,0.5062205665284318,0.9276146316331788,0.34809086515224746,10345,3882,27,MOM,2,120,4,5,2,0.0035,7,0
S2P120_SW4_Q0.004,JMeter,FluxEV,0.2292106373997467,0.9836956521739131,0.12971810797897754,16744,2208,7,MOM,2,120,4,5,2,0.004,7,0
S2P120_SW4_Q0.004,Prometheus 27 指标,FluxEV,0.4804536357571715,0.7752421959095802,0.34809086515224746,10345,4645,27,MOM,2,120,4,5,2,0.004,7,0
S2P120_SW4_Q0.0045,JMeter,FluxEV,0.25069057174128323,0.9844453540728613,0.14363354037267081,16744,2443,7,MOM,2,120,4,5,2,0.0045,7,0
S2P120_SW4_Q0.0045,Prometheus 27 指标,FluxEV,0.5030771245253371,0.779468452018665,0.37138714354760755,10345,4929,27,MOM,2,120,4,5,2,0.0045,7,0
S2P120_SW4_Q0.005,JMeter,FluxEV,0.4212820196537972,0.6761251154810611,0.30596034400382227,16744,7577,7,MOM,2,120,4,5,2,0.005,7,0
S2P120_SW4_Q0.005,Prometheus 27 指标,FluxEV,0.5015338424384831,0.7721061093247589,0.37138714354760755,10345,4976,27,MOM,2,120,4,5,2,0.005,7,0
S2P120_SW5_Q0.002,JMeter,FluxEV,0.15271044513001322,0.984375,0.08277591973244147,16744,1408,7,MOM,2,120,5,5,2,0.002,7,0
S2P120_SW5_Q0.002,Prometheus 27 指标,FluxEV,0.509623549391452,0.950884605228413,0.34809086515224746,10345,3787,27,MOM,2,120,5,5,2,0.002,7,0
S2P120_SW5_Q0.0025,JMeter,FluxEV,0.17680639373674767,0.9860521528198909,0.09710941232680363,16744,1649,7,MOM,2,120,5,5,2,0.0025,7,0
S2P120_SW5_Q0.0025,Prometheus 27 指标,FluxEV,0.5084721829991528,0.942916993977481,0.34809086515224746,10345,3819,27,MOM,2,120,5,5,2,0.0025,7,0
S2P120_SW5_Q0.003,JMeter,FluxEV,0.18069414316702817,0.9823113207547169,0.09949832775919733,16744,1696,7,MOM,2,120,5,5,2,0.003,7,0
S2P120_SW5_Q0.003,Prometheus 27 指标,FluxEV,0.5318383167220376,0.9363880087740678,0.37138714354760755,10345,4103,27,MOM,2,120,5,5,2,0.003,7,0
S2P120_SW5_Q0.0035,JMeter,FluxEV,0.18460206676405347,0.9810235767682576,0.10188724319159102,16744,1739,7,MOM,2,120,5,5,2,0.0035,7,0
S2P120_SW5_Q0.0035,Prometheus 27 指标,FluxEV,0.5306996339526211,0.9293662312530238,0.37138714354760755,10345,4134,27,MOM,2,120,5,5,2,0.0035,7,0
S2P120_SW5_Q0.004,JMeter,FluxEV,0.25136782866968893,0.9856967715570086,0.1440516005733397,16744,2447,7,MOM,2,120,5,5,2,0.004,7,0
S2P120_SW5_Q0.004,Prometheus 27 指标,FluxEV,0.5043980569778128,0.7858457762323584,0.37138714354760755,10345,4889,27,MOM,2,120,5,5,2,0.004,7,0
S2P120_SW5_Q0.0045,JMeter,FluxEV,0.27285354184886057,0.9840445269016698,0.15838509316770186,16744,2695,7,MOM,2,120,5,5,2,0.0045,7,0
S2P120_SW5_Q0.0045,Prometheus 27 指标,FluxEV,0.5264379675006449,0.7906256052682549,0.3945867568873852,10345,5163,27,MOM,2,120,5,5,2,0.0045,7,0
S2P120_SW5_Q0.005,JMeter,FluxEV,0.3640406607369759,0.7579365079365079,0.2395484949832776,16744,5292,7,MOM,2,120,5,5,2,0.005,7,0
S2P120_SW5_Q0.005,Prometheus 27 指标,FluxEV,0.5069794721407626,0.6445935868754661,0.41778637022716286,10345,6705,27,MOM,2,120,5,5,2,0.005,7,0
S2P120_SW6_Q0.002,JMeter,FluxEV,0.11258725512272011,0.9803921568627451,0.05972288580984233,16744,1020,7,MOM,2,120,6,5,2,0.002,7,0
S2P120_SW6_Q0.002,Prometheus 27 指标,FluxEV,0.5099483112653119,0.9531498147167814,0.34809086515224746,10345,3778,27,MOM,2,120,6,5,2,0.002,7,0
S2P120_SW6_Q0.0025,JMeter,FluxEV,0.16151315789473683,0.9846256684491979,0.08797181079789776,16744,1496,7,MOM,2,120,6,5,2,0.0025,7,0
S2P120_SW6_Q0.0025,Prometheus 27 指标,FluxEV,0.5088314257453723,0.9453924914675768,0.34809086515224746,10345,3809,27,MOM,2,120,6,5,2,0.0025,7,0
S2P120_SW6_Q0.003,JMeter,FluxEV,0.184691999566959,0.9861271676300578,0.10188724319159102,16744,1730,7,MOM,2,120,6,5,2,0.003,7,0
S2P120_SW6_Q0.003,Prometheus 27 指标,FluxEV,0.5071116744120547,0.9336271713767177,0.34809086515224746,10345,3857,27,MOM,2,120,6,5,2,0.003,7,0
S2P120_SW6_Q0.0035,JMeter,FluxEV,0.23065154312846214,0.9886928991406604,0.13055422838031533,16744,2211,7,MOM,2,120,6,5,2,0.0035,7,0
S2P120_SW6_Q0.0035,Prometheus 27 指标,FluxEV,0.530553062210868,0.9284678588690188,0.37138714354760755,10345,4138,27,MOM,2,120,6,5,2,0.0035,7,0
S2P120_SW6_Q0.004,JMeter,FluxEV,0.23055423719875545,0.9851284362325372,0.13055422838031533,16744,2219,7,MOM,2,120,6,5,2,0.004,7,0
S2P120_SW6_Q0.004,Prometheus 27 指标,FluxEV,0.5042325611916793,0.785042909685329,0.37138714354760755,10345,4894,27,MOM,2,120,6,5,2,0.004,7,0
S2P120_SW6_Q0.0045,JMeter,FluxEV,0.2518873327432707,0.9821356069833537,0.1444696607740086,16744,2463,7,MOM,2,120,6,5,2,0.0045,7,0
S2P120_SW6_Q0.0045,Prometheus 27 指标,FluxEV,0.5487208785628135,0.7991863905325444,0.41778637022716286,10345,5408,27,MOM,2,120,6,5,2,0.0045,7,0
S2P120_SW6_Q0.005,JMeter,FluxEV,0.28386780905752756,0.7875577288780222,0.17313664596273293,16744,3681,7,MOM,2,120,6,5,2,0.005,7,0
S2P120_SW6_Q0.005,Prometheus 27 指标,FluxEV,0.4498802956177787,0.48731536813620474,0.41778637022716286,10345,8869,27,MOM,2,120,6,5,2,0.005,7,0
S2P120_SW8_Q0.002,JMeter,FluxEV,0.1996563204811513,0.9898828541001065,0.1110248447204969,16744,1878,7,MOM,2,120,8,5,2,0.002,7,0
S2P120_SW8_Q0.002,Prometheus 27 指标,FluxEV,0.509623549391452,0.950884605228413,0.34809086515224746,10345,3787,27,MOM,2,120,8,5,2,0.002,7,0
