timestamp,value
1780032135,13.5
1780032140,9.142857142857142
1780032145,9.0
1780032150,8.631578947368421
1780032155,8.966666666666667
1780032160,8.3
1780032165,8.4
1780032170,10.928571428571429
1780032175,9.107142857142858
1780032180,8.125
1780032185,19.77777777777778
1780032190,8.466666666666667
1780032195,8.344827586206897
1780032200,8.137931034482758
1780032205,8.233333333333333
1780032210,8.1
1780032215,8.533333333333333
1780032220,8.461538461538462
1780032225,8.3
1780032230,8.0
1780032235,8.766666666666667
1780032240,8.724137931034482
1780032245,46.89655172413793
1780032250,8.73076923076923
1780032255,8.233333333333333
1780032260,8.233333333333333
1780032265,8.033333333333333
1780032270,8.366666666666667
1780032275,8.928571428571429
1780032280,8.666666666666666
1780032285,8.033333333333333
1780032290,8.466666666666667
1780032295,10.038461538461538
1780032300,8.8
1780032305,30.714285714285715
1780032310,8.3
1780032315,8.066666666666666
1780032320,8.166666666666666
1780032325,8.1
1780032330,8.307692307692308
1780032335,8.633333333333333
1780032340,8.866666666666667
1780032345,8.166666666666666
1780032350,8.4
1780032355,8.071428571428571
1780032360,8.233333333333333
1780032365,43.53846153846154
1780032370,8.266666666666667
1780032375,11.933333333333334
1780032380,8.066666666666666
1780032385,15.75
1780032390,7.7
1780032395,8.066666666666666
1780032400,7.9
1780032405,8.423076923076923
1780032410,8.733333333333333
1780032415,7.933333333333334
1780032420,8.133333333333333
1780032425,46.57142857142857
1780032430,8.1
1780032435,8.333333333333334
1780032440,8.153846153846153
1780032445,8.133333333333333
1780032450,8.4
1780032455,8.033333333333333
1780032460,7.966666666666667
1780032465,8.428571428571429
1780032470,8.433333333333334
1780032475,8.3
1780032480,8.266666666666667
1780032485,32.34615384615385
1780032490,8.533333333333333
1780032495,8.035714285714286
1780032500,8.4
1780032505,10.0
1780032510,8.4
1780032515,7.866666666666666
1780032520,8.307692307692308
1780032525,7.733333333333333
1780032530,7.833333333333333
1780032535,7.866666666666666
1780032540,8.166666666666666
1780032545,44.82142857142857
1780032550,8.166666666666666
1780032555,8.76923076923077
1780032560,8.066666666666666
1780032565,7.966666666666667
1780032570,8.266666666666667
1780032575,8.035714285714286
1780032580,8.466666666666667
1780032585,8.033333333333333
1780032590,8.3
1780032595,8.1
1780032600,8.076923076923077
1780032605,33.833333333333336
1780032610,8.214285714285714
1780032615,7.9
1780032620,8.1
1780032625,8.166666666666666
1780032630,8.066666666666666
1780032635,8.538461538461538
1780032640,8.2
1780032645,8.133333333333333
1780032650,8.566666666666666
1780032655,7.8
1780032660,8.214285714285714
1780032665,44.46153846153846
1780032670,9.0
1780032675,8.566666666666666
1780032680,7.9
1780032685,8.1
1780032690,10.321428571428571
1780032695,7.966666666666667
1780032700,7.966666666666667
1780032705,7.933333333333334
1780032710,7.833333333333333
1780032715,8.307692307692308
1780032720,10.633333333333333
1780032725,30.25
1780032730,10.933333333333334
1780032735,7.933333333333334
1780032740,7.833333333333333
1780032745,7.655172413793103
1780032750,8.666666666666666
1780032755,7.533333333333333
1780032760,7.933333333333334
1780032765,8.066666666666666
1780032770,7.785714285714286
1780032775,8.4
1780032780,8.033333333333333
1780032785,43.84615384615385
1780032790,7.833333333333333
1780032795,16.8
1780032800,7.928571428571429
1780032805,8.233333333333333
1780032810,8.2
1780032815,7.966666666666667
1780032820,10.8
1780032825,10.692307692307692
1780032830,7.8
1780032835,8.133333333333333
1780032840,10.766666666666667
1780032845,43.32142857142857
1780032850,8.333333333333334
1780032855,8.153846153846153
1780032860,8.233333333333333
1780032865,8.8
1780032870,13.066666666666666
1780032875,52.107142857142854
1780032880,8.166666666666666
1780032885,8.923076923076923
1780032890,8.133333333333333
1780032895,8.066666666666666
1780032900,7.933333333333334
1780032905,42.857142857142854
1780032910,7.9
1780032915,9.461538461538462
1780032920,8.766666666666667
1780032925,7.966666666666667
1780032930,7.866666666666666
1780032935,7.933333333333334
1780032940,7.892857142857143
1780032945,9.8
1780032950,7.633333333333334
1780032955,7.966666666666667
1780032960,7.7
1780032965,33.26923076923077
1780032970,8.033333333333333
1780032975,8.214285714285714
1780032980,7.766666666666667
1780032985,8.033333333333333
1780032990,7.966666666666667
1780032995,7.933333333333334
1780033000,8.115384615384615
1780033005,8.033333333333333
1780033010,7.933333333333334
1780033015,7.633333333333334
1780033020,8.333333333333334
1780033025,41.535714285714285
1780033030,7.8
1780033035,8.961538461538462
1780033040,7.733333333333333
1780033045,7.966666666666667
1780033050,8.233333333333333
1780033055,8.033333333333333
1780033060,8.25
